tourlist_name,addr,rates,visitors,reviews
플라타너스 별빛 달빛 길,전라남도 담양군 담양읍 죽녹원로 130,,,
플레이 아쿠아리움 부천,경기도 부천시 상동,,,
플레이라움,경기도 파주시 장뜰길 335,,,
플루니티,부산광역시 영도구 번영길 8,,,
피나클랜드 수목원,충청남도 아산시 영인면 월선길 20-42,,,
피노키오와 다빈치,경기도 가평군 청평면 호반로 1073-56,,,
피노키오청소년수련원,강원특별자치도 원주시 신림면 소야1길 88,,,
피노파밀리아,서울특별시 노원구 중계로 131-17,,,
피니시타워,강원특별자치도 화천군 하남면 춘화로 3331-50,,,
피싱파크 진산각,경기도 김포시 중봉로33번길 174,,,
피아골계곡,전라남도 구례군 토지면 피아골로,,,
피의능선전투전적비,강원특별자치도 양구군 동면 월운리,,,
피크 아일랜드,강원특별자치도 평창군 대관령면 올림픽로 715,,,
피크닉109 태화강점,울산광역시 중구 태화강국가정원길 231-6 (태화동),,,
피크닉댕댕,경기도 동두천시 천보산로 344,,,
필례GE온천,강원특별자치도 인제군 인제읍 필례약수길 72,,,
필리핀군 전투전적비,강원특별자치도 양구군 남면,,,
필리핀군 참전기념비,경기도 고양시 덕양구 대양로 5,,,
필문 이선제부조묘,광주광역시 남구 구만산길 34,,,
필암서원 [유네스코 세계문화유산],전라남도 장성군 황룡면 필암서원로 184,,,
하강서원,충청북도 충주시 금가면 김생로 1455-54,,,
하계어린이공원,서울특별시 노원구 하계동,,,
하고사리역,강원특별자치도 삼척시 소달길 12-52,,,
하고수동해변,제주특별자치도 제주시 우도면 연평리,,,
하광정항,강원특별자치도 양양군 현북면 하광정리 일원,,,
하귀애월해안도로,제주 제주시 애월읍 고내리 445-3,,,
하길체육공원,경기도 화성시 향남읍 하길리 1409-1,,,
하나개 팜,인천광역시 중구 하나개로 157,,,
하나개해수욕장,인천광역시 중구 하나개로 150 (무의동),,,
하낙월도,전라남도 영광군 낙월면 하낙월리,,,
하남 나무고아원,경기도 하남시 미사동 608,,,
하남 동사지,경기도 하남시 서하남로418번길 73,,,
하남 이성산성,경기도 하남시 춘궁동,,,
하남체육공원,경상남도 밀양시 하남읍 수산제방길 29,,,
하늘공원,서울특별시 마포구 하늘공원로 95,,,
하늘내들꽃마을 [녹색농촌체험],전라북도 장수군 천천면 천천북로 554,,,
하늘누리항공,경기도 화성시 우정읍 평밭길 365,,,
하늘다리,충청북도 진천군 초평면 평화로 403-132,,,
하늘마루염소목장,강원특별자치도 평창군 방림면 삼형제길 297,,,
하늘목장,경상북도 성주군 달창길 28 하늘목장,,,
하늘물빛정원,충청남도 금산군 추부면 검한1길 156,,,
하늘빛수목원,전라남도 장흥군 용산면 장흥대로 2746,,,
하늘샘한촌생태마을,강원특별자치도 영월군 북면 하늘샘1길 42,,,
하늘재,충청북도 충주시 수안보면 미륵송계로 614,,,
하늘정원,인천광역시 중구 운서동 2848-6,,,
하늘체육공원,인천광역시 중구 중산동 255,,,
하늘호수,경상남도 거창군 송계로 793,,,
하늬라벤더팜,강원특별자치도 고성군 간성읍 꽃대마을길 175,,,
하늬복이오름,제주특별자치도 서귀포시 안덕면 상천리 산89-1,,,
하니랜드,경기도 파주시 조리읍 장곡로 218,,,
하담 김시양 신도비,충청북도 괴산군 괴산읍 능촌로 182,,,
하덕마을,경상남도 하동군 악양면 입석리,,,
하도어촌체험마을,제주특별자치도 제주시 구좌읍 해맞이해안로,,,
하도해변,제주특별자치도 제주시 구좌읍 해맞이해안로 1973,,,
하동 고소성,경상남도 하동군 악양면 평사리,,,
하동 대도어촌체험마을,경남 하동군 금남면,,,
하동 범왕리 푸조나무,경상남도 하동군 화개면 화개로 967,,,
하동 삼신녹차마을,경상남도 하동군 화개면 삼신길 7,,,
하동 야생차박물관 체험관(야생차체험),경상남도 하동군 화개면 쌍계로 571-25,,,
하동 옥종딸기마을,경상남도 하동군 옥종면 북방우회길 7-4,,,
하동 축지리 문암송(악양문암송),경상남도 하동군 악양면 대축길 91,,,
하동 탄소없는 마을,경상남도 하동군 화개로 1425,,,
하동 편백자연휴양림,경상남도 하동군 옥종면 돌고지로 1088-51,,,
하동공원,경상남도 하동군 하동읍 읍내리 1424,,,
하동농원,경기도 김포시 하성면 봉성리,,,
하동송림,경상남도 하동군 하동읍 섬진강대로 2107-8,,,
하동읍성,경상남도 하동군 고전면 고하리 산120,,,
하동재첩특화마을(재첩특화마을),경상남도 하동군 하동읍 신기리,,,
하동천 생태탐방로,경기도 김포시 하성면 봉성리 643-49,,,
하동케이블카,경상남도 하동군 경충로 461-7,,,
하동포구공원,경상남도 하동군 하동읍 목도리 47-59,,,
하동향교,경상남도 하동군 하동읍 향교2길 5,,,
하례감귤체험농장,제주특별자치도 서귀포시 남원읍 하례로 504,,,
하로서원,경상북도 김천시 하리안길 19-6,,,
하루체험농장,경상북도 칠곡군 석적읍 석적로 361-46,,,
하리선착장,인천광역시 강화군 삼산면 삼산북로 886,,,
하리선착장,부산광역시 영도구 동삼동 764-7,,,
하맹방해변,강원특별자치도 삼척시 근덕면 하맹방길,,,
하멜 체류지와 강진 성동리 은행나무,전라남도 강진군 병영면 성동리,,,
하멜기념비,제주특별자치도 서귀포시 안덕면 사계리 112-3,,,
하멜등대,전라남도 여수시 하멜로 96,,,
하모예,경상남도 진주시 광제산로 368,,,
하모체육공원,제주특별자치도 서귀포시 대정읍 하모리,,,
하모해변,제주특별자치도 서귀포시 대정읍 최남단해안로,,,
하미앙 와인밸리,경상남도 함양군 함양읍 삼봉로 442-14,,,
하방 생태습지,충청북도 충주시 하방3길 24,,,
하비스트랜드,전라남도 장성군 남면 청양길 46-16,,,
하비주커피,경상남도 합천군 합천읍 마령로 593-17,,,
하사마을,전라남도 구례군 마산면 하사3길 6,,,
하선대,경상북도 포항시 남구 동해면 호미로2628번길 79,,,
하섬,전라북도 부안군 변산면,,,
하섬전망대,전라북도 부안군 변산면 마포리 385-19,,,
하성,경상남도 거창군 웅양면 한기리,,,
하슬라아트월드,강원특별자치도 강릉시 강동면 율곡로 1441,,,
하얀마음선원관음사,경기도 성남시 분당구 방아로46번길 26,,,
하양꽃빛마을포레오협동조합,충청남도 금산군 신안사로 718,,,
하양생활체육공원,경상북도 경산시 용천제방길 33,,,
하양포교당(경산),경상북도 경산시 하양읍 도리3길 12,,,
하양향교,경상북도 경산시 하양읍 교리길20길 12-5,,,
하옥계곡,경상북도 포항시 북구 죽장면,,,
하우고개,경기도 시흥시 대야동,,,
하우목동항,제주특별자치도 제주시 우도면 우도해안길 353,,,
하우스 오브 아로마티카,서울특별시 강남구 강남대로162길 41-4,,,
하우현성당,경기도 의왕시 원터아랫길 81-6,,,
하의도,전라남도 신안군 하의면 곰실길 20,,,
하의도 토지항쟁비,전라남도 신안군 하의면 웅곡리,,,
하이원리조트,강원특별자치도 정선군 고한읍 하이원길 424,,,
하이원리조트 HAO 웰니스,강원특별자치도 정선군 사북읍 하이원길 265,,,
하이원리조트 알파인코스터,강원특별자치도 정선군 고한읍 하이원길 424,,,
하이트진로 강원공장,강원특별자치도 홍천군 북방면 도둔길 49,,,
하이트진로 이천공장,경기도 이천시 부발읍 중부대로1707번길 13,,,
하이트진로 전주공장,전라북도 완주군 용진읍 신지송광로 25-33,,,
하이트진로 청주공장,충청북도 청주시 서원구 현도면 현도공단로 177,,,
하이힐링원,강원특별자치도 영월군 상동읍 섬지골길 113,,,
하저어촌체험마을,전라남도 강진군 대구면 저두바닷길 19,,,
하저해수욕장 (하저리 해수욕장),경상북도 영덕군 강구면 하저리,,,
하제선착장,전라북도 군산시 옥서면 선연리,,,
하조대,강원특별자치도 양양군 현북면 하조대해안길 29,,,
하조대 무인등대,강원특별자치도 양양군 현북면 조준길 99,,,
하조대전망대,강원특별자치도 양양군 현북면 하륜길 54,,,
하조대해수욕장,강원특별자치도 양양군 현북면 하조대해안길 35,,,
하조도,전라남도 진도군 조도면 창리길 47,,,
하조도 등대,전라남도 진도군 조도면 조도등대길 429,,,
하존티마을,경상남도 하동군 청암면 하존길 51,,,
하중도수변생태공원,강원특별자치도 춘천시 하중도 650-2,,,
하추리계곡,강원특별자치도 인제군 인제읍 하추리,,,
하추리산촌마을,강원특별자치도 인제군 인제읍 하추로 187,,,
하추자연휴양림,강원특별자치도 인제군 인제읍 하추로 686,,,
하태도,전라남도 신안군 흑산면 장굴길 49-1,,,
하트나무,제주특별자치도 서귀포시 표선면 일주동로 6347-17,,,
하트해변,경상북도 울진군 죽변면 등대길 74-14,,,
하트해변(하누넘해수욕장),전라남도 신안군 비금면 하누넘해수욕장길 247,,,
하평해변(강릉),강원특별자치도 강릉시 사천면 진리해변길 155,,,
하평해변(동해),강원특별자치도 동해시 평릉동 40-1,,,
하피랜드,경기도 화성시 팔탄면 시청로 888,,,
하화도(고흥),전라남도 고흥군 도양읍 하화도길,,,
하화도(여수),전라남도 여수시 화정면 아래꽃섬1길,,,
하회 겸암정사,경상북도 안동시 풍천면 풍일로 181,,,
학가산자연휴양림,경상북도 예천군 보문면 휴양림길 210,,,
학남서원,경상북도 청도군 각남면 구곡길 125-1,,,
학당서원,전라북도 김제시 백산면 생건길 48,,,
학도병충혼탑,강원특별자치도 태백시 장성로 265,,,
학도암(서울),서울특별시 노원구 중계로14다길 89,,,
학동 내촐 유채꽃밭,경상남도 거제시 동부면 학동리,,,
학동공원,서울특별시 강남구 논현동 279-75,,,
학동마을,경상남도 거제시 동부면 학동6길 18-1,,,
학동흑진주몽돌해변,경상남도 거제시 동부면 학동6길 18-1,,,
학리항(학리방파제),부산 기장군 일광면 학리 251-13,,,
학림사(공주),충청남도 공주시 반포면 제석골길 67,,,
학림사(세종),세종특별자치시 연서면 와룡로 353,,,
학무정,강원특별자치도 속초시 도문동 33-1,,,
학방암(하동),경상남도 하동군 양보면 상고개로 377-59,,,
학사평 콩꽃마을 순두부촌,강원특별자치도 속초시 원암학사평길 142,,,
학산공원,대구 달서구 월성동 산10-1,,,
학산사,광주광역시 서구 불암길 82-100,,,
학산서원,울산광역시 중구 신기16길 15,,,
학삼서원,경상북도 포항시 남구 장기면 학삼길 51-3,,,
학서암,전라남도 완도군 생일면 생일로601번길 23-230,,,
학선암,전라북도 김제시 금산면 구성3길 522,,,
학성공원,울산광역시 중구 학성공원3길 54,,,
학소대,대구광역시 군위군 고로면 화북리,,,
학소암(전주),전라북도 전주시 완산구 평화7길 49-67,,,
학암포선착장,충청남도 태안군 원북면 방갈리 515-241,,,
학암포해수욕장,충청남도 태안군 원북면 방갈리,,,
학운공원,경기도 안양시 동안구 학의로 71,,,
학익에코테마파크,인천광역시 중구 서해대로94번길 93,,,
학저수지,강원특별자치도 철원군 동송읍 학마을길 68,,,
학전망대,경상북도 상주시 중동면 회상리 759-4,,,
학정리석불,전라북도 임실군 삼계면 학정2길 117-8,,,
학정서원,전라북도 임실군 청웅면 구고8길 35-3,,,
학천서원,전라북도 완주군 구이면 상학길 50-8,,,
학포당,전라남도 화순군 이양면 쌍봉길 74-3,,,
학포수변생태공원,경남 창녕군 부곡면 학포리 421,,,
"학포해안 (울릉도, 독도 국가지질공원)",경상북도 울릉군 서면 학포길 166-29,,,
한강,서울특별시 성동구 강변북로 257,,,
한강 문화관,경기도 여주시 신단1길 83,,,
한강방어백골부대전적비,서울특별시 영등포구 여의동로 343 여의나루역,,,
한강시민공원 뚝섬지구(뚝섬한강공원),서울특별시 광진구 강변북로 139,,,
한강시민공원 망원지구(망원한강공원),서울특별시 마포구 마포나루길 467,,,
한강신도시호수공원,경기도 김포시 김포한강8로 302,,,
한강중앙공원,경기도 김포시 초당로 40,,,
한광사,경상북도 영천시 신녕면 권응수길 126,,,
한국DMZ평화생명동산,강원특별자치도 인제군 서화면 금강로 1630,,,
한국가구박물관,서울특별시 성북구 대사관로 121,,,
한국과학기술연구원(KIST) 전북분원,전라북도 완주군 봉동읍 추동로 92,,,
