accommodationlist_name,addr,rates,visitors,reviews
호미곶펜션,경상북도 포항시 남구 호미곶면 구만길 128,,,
호수가아름다운집,경기도 포천시 영중면 물안길 177-26,,,
호수가의 아침,경기도 포천시 영중면 물안2길 33,,,
호수위의 하루,충청북도 충주시 중앙탑면 반천안길 63,,,
호수창이예쁜가,경기도 포천시 일동면 운악청계로1480번길 8,,,
호수펜션산장,경기도 양평군 지평면 어영골길 29,,,
호스텔 토미(구 옐로우브릭2 호스텔),서울특별시 종로구 돈화문로 66,,,
호스텔 하루,서울특별시 종로구 청계천로 61,,,
호스텔 하루,서울특별시 종로구 청계천로 61,,,
호스텔코리아 11th 창덕궁점,서울특별시 종로구 돈화문로 85,,,
호암산장,강원특별자치도 원주시 문막읍 석지1길 322,,,
호텔 5월 (Hotel The May),광주광역시 서구 상무번영로 51,,,
호텔 IMT,경기도 파주시 탄현면 성동로 34,,,
호텔 가봄,전라남도 목포시 번영로 16 (상동),,,
호텔 글로리엘,경상북도 영덕군 강구면 삼사길 109,,,
호텔 금오산,경상북도 구미시 금오산로 400,,,
호텔 노블스테이(노블스테이),대구광역시 중구 국채보상로123길 23,,,
호텔 농심,부산광역시 동래구 금강공원로20번길 23,,,
호텔 느낌,강원특별자치도 속초시 온천로 313,,,
호텔 더 디자이너스 종로점,서울특별시 종로구 수표로 89-8,,,
호텔 더 디자이너스 청량리 Hotel the designers,서울특별시 동대문구 왕산로 226,,,
"호텔 더 에이치(Hotel The H, 더 에이치)",대전광역시 대덕구 신탄진동로23번길 58,,,
호텔 더본 제주,제주특별자치도 서귀포시 색달로 18,,,
호텔 더팔래스,대구광역시 남구 이천로 13,,,
호텔 라르 김포,경기도 김포시 장차로5번길 5-9,,,
호텔 라온제나,대구광역시 수성구 범어천로 73,,,
호텔 레이크,서울특별시 송파구 석촌호수로 216,,,
호텔 리베라,서울특별시 강남구 영동대로 737,,,
호텔 리젠트마린,제주특별자치도 제주시 서부두2길 20,,,
호텔 마레몬스,강원특별자치도 속초시 동해대로 3705,,,
호텔 밀레니엄,경기도 고양시 일산서구 주화로 190,,,
호텔 볼(VOLL),서울특별시 강서구 강서로5가길 25,,,
호텔 봄,전라북도 군산시 부곡3길 6,,,
호텔 브릿지,제주특별자치도 서귀포시 태평로 436 하워드존슨호텔 제주 서귀포 하버,,,
호텔 삼정,서울특별시 강남구 봉은사로 150,,,
호텔 서귀피안,제주특별자치도 서귀포시 보목로64번길 178,,,
호텔 세인트,경기도 수원시 권선구 구운로85번길 28,,,
호텔 아리아나,대구광역시 수성구 동대구로 27,,,
호텔 아마란스,강원특별자치도 속초시 온천로 55,,,
호텔 아쿠아펠리스,부산광역시 수영구 광안해변로 225,,,
호텔 앨리스 앤 트렁크,제주특별자치도 제주시 연동12길 4,,,
호텔 에버리치,인천광역시 강화군 강화읍 화성길50번길 43,,,
호텔 에이치,경기도 안성시 죽주로 268-2,,,
호텔 오노마 (대전 오토그래프 컬렉션 호텔),대전광역시유성구 도룡동 3-1,,,
호텔 유니크바이포레,서울특별시 동대문구 이문로 192,,,
호텔 이채,서울특별시 서대문구 연세로2길 27-3,,,
호텔 인터시티,대전광역시 유성구 온천로 92,,,
호텔 젠,전라북도 전주시 덕진구 아중4길 14-4,,,
호텔 준 (Hotel June Incheon Airport),인천광역시 중구 신도시남로150번길 18,,,
호텔 카리스,인천광역시 계양구 계양대로 28,,,
호텔 카푸치노,서울특별시 강남구 봉은사로 155,,,
호텔 파라곤,부산광역시 사상구 광장로 46,,,
호텔 파크우드,인천광역시 중구 마시란로 34,,,
호텔 프렌치코드,부산광역시 금정구 중앙대로1805번길 16,,,
호텔 프리마,서울특별시 강남구 도산대로 536,,,
호텔 필림37.2,충청북도 충주시 연원로 17 필립372호텔,,,
호텔 휘닉스,강원특별자치도 횡성군 우천면 서동로 116,,,
호텔 휴 로프트,인천광역시 중구 마시란로 51-29,,,
호텔 휴식 서귀포,제주특별자치도 서귀포시 중앙로71번길 17 서귀포 가족호텔,,,
호텔38.5도씨,경상남도 창원시 진해구 충장로82번길 15,,,
호텔3월,대전광역시 서구 둔산중로32번길 29 (둔산동),,,
호텔727,경기도 안산시 단원구 광덕2로 58-14,,,
호텔CC,경기도 파주시 탄현면 엘씨디로241번길 39-45,,,
호텔ICC,대전광역시 유성구 도룡동,,,
호텔M-Tower,경기도 김포시 김포한강9로75번길 38,,,
호텔PJ,서울특별시 중구 마른내로 71,,,
호텔가덴,경기도 수원시 권선구 경수대로335번길 12,,,
호텔가을,서울특별시 서대문구 연세로2나길 13,,,
호텔공지천,강원특별자치도 춘천시 수변공원길 11,,,
호텔국도,서울특별시 중구 을지로 164,,,
호텔나비야,경기도 시흥시 월곶중앙로58번길 27,,,
호텔더그레이동두천,경기도 동두천시 중앙로246번길 13,,,
호텔더마크해운대,부산광역시 해운대구 해운대해변로298번길 29 (중동),,,
호텔더블루테라,강원특별자치도 속초시 동해대로 3920,,,
호텔더스타일,경기도 수원시 팔달구 인계로124번길 41-5,,,
호텔더스팟,광주광역시 북구 앰코로 32,,,
호텔드포레,대구광역시 달성군 가창로 891,,,
호텔디,경기도 오산시 원동로 5,,,
호텔라움,전라남도 순천시 하풍동길 1-1 (풍덕동),,,
호텔락희 광양,전라남도 광양시 항만9로 97,,,
호텔락희 청주,충청북도 청주시 흥덕구 대농로 47-2,,,
호텔런더너,부산광역시 수영구 민락본동로 12-4,,,
호텔레오,제주특별자치도 제주시 삼무로 14,,,
호텔레이크,경상남도 밀양시 삼랑진읍 천태로 398,,,
호텔로움,충청북도 괴산군 칠성면 자연드림길 252,,,
호텔루비노,충청북도 청주시 흥덕구 짐대로 62 (복대동),,,
호텔리버사이드,울산광역시 중구 젊음의거리 20,,,
호텔리베라 거제,경상남도 거제시 일운면 거제대로 2190,,,
호텔리브레,경기도 시흥시 서촌상가3길 7-3,,,
호텔리츠,경기도 수원시 팔달구 권광로134번길 44-11,,,
호텔마누(HOTEL MANU),서울특별시 중구 퇴계로 19,,,
호텔모닝캄,충청북도 음성군 맹동면 대하2가길 28,,,
호텔몬다비,전라남도 목포시 수강로4번길 33,,,
호텔미투,인천광역시 연수구 능허대로191번길 12,,,
호텔벨라,경기도 화성시 노작로 147,,,
호텔벨라스위트 수원인계점,경기도 수원시 팔달구 권광로180번길 18-15,,,
호텔벨르,경기도 평택시 평택로28번길 6,,,
호텔부티앤(HOTEL BUTI&),인천광역시 계양구 계양문화로17번길 4,,,
호텔뷰,충청남도 보령시 천북면 홍보로 1061-175,,,
호텔뷰,경상북도 포항시 북구 해안로 91 (두호동),,,
호텔상상,경상남도 거제시 일운면 거제대로 2752,,,
호텔석정힐,전라북도 고창군 석정2로 192 클럽하우스,,,
호텔스카이파크 대전1호점,대전광역시 유성구 테크노중앙로 161,,,
호텔스카이파크인천송도,인천광역시 연수구 컨벤시아대로 233 호텔스카이파크인천송도,,,
호텔스퀘어,경기도 안산시 단원구 동산로 81,,,
호텔스타,서울특별시 강남구 논현로87길 17,,,
호텔스파텔,충청남도 아산시 음봉면 아산온천로243번길 27,,,
호텔써밋,경기도 평택시 고덕중앙로 200-33,,,
호텔아띠,서울특별시 중구 서애로 24,,,
호텔아르떼,경기도 수원시 팔달구 인계로108번길 37,,,
호텔아마레,인천광역시 연수구 대암로 3,,,
호텔아시아,대구광역시 동구 동부로22길 75-1,,,
호텔야자 구리수택점,경기도 구리시 수택동,,,
호텔야자 부평역점,인천광역시 부평구 경원대로1417번길 12,,,
호텔야자 사상터미널점,부산광역시 사상구 광장로81번길 72,,,
호텔야자 화명점,부산광역시 북구 금곡대로285번길 84,,,
호텔얌 목포하당점,전라남도 목포시 옥암로54번길 41-1,,,
호텔에이치,대구광역시 동구 동부로26길 59,,,
호텔에이치아이,제주특별자치도 서귀포시 중앙로47번길 25 (서귀동),,,
호텔여기어때 강릉경포점,강원특별자치도 강릉시 해안로406번길 13-9,,,
호텔여기어때 경주보문점,경상북도 경주시 보문로 465-24 (신평동),,,
호텔여기어때 광주백운점,광주광역시 남구 독립로 23-1,,,
호텔여기어때 광주역점,광주광역시 북구 중흥로140번길 19 (중흥동),,,
호텔여기어때 광주충장로점,광주광역시 동구 서석로7번길 3,,,
호텔여기어때 대구역점,대구광역시 중구 서성로 102-6,,,
호텔여기어때 묵호점,강원특별자치도 동해시 발한로 164,,,
호텔여기어때 서대구점,대구광역시 서구 달서로 151,,,
호텔여기어때 순천점,전라남도 순천시 팔마2길 25,,,
호텔여기어때 안양1번가점,경기도 안양시 만안구 장내로149번길 8,,,
호텔여기어때 양산점,경상남도 양산시 북안남2길 6-9,,,
호텔여기어때 영덕점,경상북도 영덕군 강구면 영덕대게로 423,,,
호텔여기어때 천안성정점,충청남도 천안시 서북구 성정공원4길 31,,,
호텔여행(구 엠버호텔),인천광역시 미추홀구 한나루로 588,,,
호텔영일대,경상북도 포항시 남구 행복길75번길 11 (대잠동),,,
호텔오로라,경기도 김포시 김포한강9로75번길 56,,,
호텔오즈,부산광역시 동래구 중앙대로1473번길 14-9,,,
호텔온,경기도 의왕시 복지로 6,,,
호텔원,전라북도 완주군 오공로 21-13,,,
호텔은파팰리스,전라북도 군산시 은파순환길 20 (나운동),,,
호텔이스트 (현 애슈리모텔),강원특별자치도 동해시 동해대로 5031-1,,,
호텔이스트나인,강원특별자치도 강릉시 교동광장로100번길 8-6,,,
호텔인(HOTELIN),강원특별자치도 정선군 사북읍 사북1길 38-1,,,
호텔인카페,경기도 구리시 수택동,,,
호텔인터내셔널,경상남도 창원시 성산구 중앙대로 69,,,
호텔인터불고 대구,대구광역시 수성구 팔현길 212,,,
호텔인터불고 엑스코,대구광역시 북구 유통단지로 80,,,
호텔인터불고 원주,강원특별자치도 원주시 동부순환로 200,,,
호텔일루아,부산광역시 해운대구 달맞이길 97,,,
호텔정관루별관(콘도별장),강원특별자치도 춘천시 남이섬길 1 남이섬,,,
호텔정관루본관,강원특별자치도 춘천시 남이섬길 1 남이섬,,,
호텔제이엠(HotelJM),제주특별자치도 제주시 삼무로1길 10-7,,,
호텔지뜨,전라남도 순천시 팔마2길 11 (연향동),,,
호텔청담,전라남도 목포시 비파로124번길 6,,,
호텔칠갑산샬레,충청남도 청양군 대치면 한티고개길 57,,,
호텔컬리넌 역삼,서울특별시 강남구 언주로87길 11 (역삼동),,,
호텔케니여수,전라남도 여수시 충무로 54-2,,,
호텔코어,전라남도 나주시 배멧3길 19-13 (빛가람동),,,
호텔큐브,인천광역시 연수구 능허대로179번길 43,,,
호텔큐비(호텔QB),서울특별시 종로구 종로 322-10,,,
호텔크라페 성서점,대구광역시 달서구 성서공단로11길 6-4,,,
호텔크레센도 서울,서울특별시 강남구 봉은사로 428 (삼성동),,,
호텔클로버,경기도 안산시 상록구 양지편로 22,,,
호텔탑스빌,강원특별자치도 강릉시 강동면 헌화로 1007-34,,,
호텔토마스명동,서울특별시 중구 세종대로16길 26,,,
호텔티티 서면,부산광역시 부산진구 새싹로 35 (부전동),,,
호텔티파니에서아침을,전라남도 목포시 평화로140번길 24,,,
호텔팰리스,전라남도 함평군 함평읍 함평천우길 32,,,
호텔포레 부산역점,부산광역시 동구 중앙대로296번길 6,,,
호텔포레 프리미어 남포,부산광역시 중구 구덕로 54-1,,,
호텔포레스트701,대구광역시 동구 동부로22길 86 (신천동),,,
호텔플렉스,경기도 수원시 팔달구 권광로180번길 18-23,,,
호텔현대 바이 라한 목포,전라남도 영암군 삼호읍 대불로 91,,,
호텔현대 바이 라한 울산,울산광역시 동구 방어진순환도로 875,,,
홀리데이 인 광주 호텔,광주광역시 서구 상무누리로 55,,,
홀리데이 인 익스프레스 수원인계,경기도 수원시 팔달구 인계로 116,,,
홀리데이인 알펜시아 평창 리조트,강원특별자치도 평창군 대관령면 솔봉로 325,,,
홀리데이인 인천 송도,인천광역시 연수구 인천타워대로 251,,,
홀리데이인&스위트 알펜시아 평창,강원특별자치도 평창군 대관령면 솔봉로 325,,,
홀리데이인익스프레스 서울홍대,서울특별시 마포구 양화로 188 (동교동),,,
홈게스트하우스,경상남도 통영시 서송정1길 46-18,,,
홈포레스트호텔,경상남도 거제시 장승로 145,,,
홍대스타일 게스트하우스,서울특별시 마포구 월드컵북로4길 23-3,,,
홍시(전주한옥마을 숙박 홍시),전라북도 전주시 완산구 은행로 51-11,,,
홍천 ST리조텔,강원특별자치도 홍천군 서면 한서로 2141-15,,,
홍휘관,충청남도 공주시 백미고을길 6-6,,,
화가의정원,충청남도 태안군 남면 청포대길 94,,,
화담재,전라남도 강진군 달빛한옥길 3,,,
화랑게스트하우스,경상북도 경주시 원효로 136-1,,,
화림정 민박(경주화림정한옥민박),경상북도 경주시 첨성로 177-3,,,
화악산황토펜션,강원특별자치도 화천군 사내면 수피령로 102-58,,,
화야평,전라남도 구례군 산동면 사포길 33-121,,,
"화왕산스파호텔 (구, 가든 관광호텔)",경상남도 창녕군 부곡면 온천1길 3,,,
화운,서울특별시 종로구 북촌로11다길 42,,,
화월정,경상북도 안동시 풍천면 하회남촌길 31,,,
화이트골드(화이트골드01 whitegold01),서울특별시 용산구 이태원로26길 17-1,,,
화이트모텔,전라북도 진안군 주천면 동상주천로 1648,,,
화이트빌리지,전라남도 곡성군 죽곡면 대황강로 1598-96,,,
화이트샌드펜션,강원특별자치도 양양군 현남면 새나루길 31,,,
화이트스테이션 호스텔,강원특별자치도 속초시 미리내길 17-1,,,
